代码,名称,日期,周收益(%),近一月(%),近三月(%),近半年(%),近一年(%),总收益(%),净值
563760,中银中证全指自由现金流ETF,2026-04-29,1.65,8.23,0.73,-2.17,11.71,31.67,1.32
516380,华宝智能电动汽车ETF,2026-04-29,1.88,8.19,9.06,8.61,2.53,10.40,1.10
516590,易方达中证智能电动汽车ETF,2026-04-29,1.85,8.18,8.96,8.55,2.87,39.49,1.39
516530,物流快递,2026-04-29,-0.88,8.12,-0.63,5.10,4.52,3.34,1.03
560190,鹏华中证全指公用事业ETF,2026-04-29,0.34,8.09,-3.45,6.10,1.09,7.78,1.08
563580,万家中证800自由现金流ETF,2026-04-29,1.87,8.04,1.05,-2.40,11.94,24.47,1.24
563830,博时中证全指自由现金流ETF,2026-04-29,1.54,8.01,0.73,-2.27,11.84,33.02,1.32
159119,招商中证800自由现金流ETF,2026-04-29,1.87,8.00,1.12,-2.40,10.44,10.44,1.10
516460,鹏华中证800自由现金流ETF,2026-04-29,2.02,8.00,1.14,-2.34,12.22,35.88,1.36
563780,方正富邦中证全指自由现金流ETF,2026-04-29,1.55,7.96,0.68,-2.40,11.72,35.40,1.35
513170,鹏华恒生中国央企ETF(QDII),2026-04-29,3.24,7.90,7.03,-0.83,6.01,65.65,1.66
512370,华夏中证A500增强策略ETF,2026-04-29,0.22,7.87,7.35,1.94,7.66,21.18,1.21
159127,南方中证港股通高股息投资ETF,2026-04-29,1.59,7.86,2.18,2.00,-0.05,-0.05,1.00
563550,摩根中证A500增强策略ETF,2026-04-29,-0.32,7.86,6.96,1.32,6.94,30.90,1.31
159535,嘉实中证2000ETF,2026-04-29,-1.61,7.86,5.55,-0.04,9.84,54.43,1.54
159720,智能车TK,2026-04-29,1.85,7.83,8.86,8.29,2.05,-8.43,0.92
159331,国泰中证港股通高股息投资ETF,2026-04-29,1.59,7.82,2.15,1.98,3.95,43.09,1.36
562080,华宝沪深300自由现金流ETF,2026-04-29,2.49,7.81,2.14,0.41,10.82,31.96,0.66
159277,富国中证港股通高股息投资ETF,2026-04-29,1.58,7.81,2.15,1.95,3.95,3.35,1.03
159177,鹏华中证工程机械主题ETF,2026-04-28,3.08,7.81,7.93,7.81,7.81,7.81,--
513530,华泰柏瑞中证港股通高股息投资ETF(QDII),2026-04-29,1.58,7.80,2.14,1.98,3.33,83.56,1.70
159149,创业板新能源ETF工银,2026-04-29,2.25,7.80,5.58,10.86,7.80,7.80,1.08
513830,嘉实中证港股通高股息投资ETF,2026-04-29,1.58,7.80,2.14,1.95,4.03,25.28,1.25
562340,500成长,2026-04-29,-1.05,7.78,6.73,-3.69,6.07,38.26,1.38
159235,大成中证全指自由现金流ETF,2026-04-29,1.59,7.76,0.67,-2.59,11.62,37.03,1.37
159311,易方达中证数字经济主题ETF,2026-04-29,2.65,7.76,14.77,-1.92,-2.27,36.15,1.36
589380,富国上证科创板人工智能ETF,2026-04-29,-1.12,7.76,11.38,-7.11,0.87,49.22,1.49
513820,汇添富中证港股通高股息投资ETF,2026-04-29,1.56,7.73,2.13,1.97,2.88,39.45,1.30
159379,融通中证A500ETF,2026-04-29,0.39,7.73,8.12,1.78,7.14,39.31,1.39
589520,华宝上证科创板人工智能ETF,2026-04-29,-1.13,7.73,11.29,-7.12,0.79,27.31,0.64
159240,天弘中证A500增强策略ETF,2026-04-29,-0.10,7.73,7.60,1.74,6.51,34.06,1.34
588730,易方达上证科创板人工智能ETF,2026-04-29,-1.18,7.72,11.36,-7.14,1.16,55.61,1.56
159232,南方中证全指自由现金流ETF,2026-04-29,1.59,7.72,0.65,-2.68,11.54,37.49,1.34
159158,景顺长城中证全指电力公用事业ETF,2026-04-29,0.27,7.70,-4.34,9.00,7.70,7.70,1.08
563600,易方达中证A500增强策略ETF,2026-04-29,0.17,7.67,7.53,2.04,7.23,11.75,1.12
563500,华宝中证A500ETF,2026-04-29,0.38,7.65,8.06,1.69,7.35,37.16,0.66
159180,软件ETF银华,2026-04-29,-1.84,7.65,7.57,7.65,7.65,7.65,1.08
560000,浦银安盛中证智能电动汽车ETF,2026-04-29,1.60,7.64,8.57,8.13,1.80,-6.21,0.94
159229,广发中证800自由现金流ETF,2026-04-29,1.87,7.63,0.92,-2.73,11.21,32.71,1.33
512870,南华中证杭州湾区ETF,2026-04-29,1.24,7.61,7.67,0.03,4.97,55.54,1.53
513920,华安恒生港股通中国央企红利ETF,2026-04-29,2.20,7.61,3.25,-0.87,5.73,82.19,1.72
159658,华安中证数字经济主题ETF,2026-04-29,2.59,7.58,14.39,-2.09,-2.32,63.47,1.63
560070,汇添富中证国新央企股东回报ETF,2026-04-29,0.81,7.57,0.28,1.19,6.42,29.82,1.20
512720,国泰中证计算机主题ETF,2026-04-29,-1.46,7.56,10.48,-5.04,-2.18,41.38,1.28
159302,港股高股息ETF,2026-04-29,1.56,7.56,2.11,1.89,2.54,37.66,1.38
561960,招商中证国新央企股东回报ETF,2026-04-29,0.77,7.55,0.26,1.16,6.62,32.96,1.30
159226,国泰中证A500增强策略ETF,2026-04-29,-0.24,7.55,6.48,0.54,6.51,31.20,1.31
560950,汇添富中证500增强策略ETF,2026-04-29,-0.44,7.54,6.17,-2.94,7.83,43.26,1.43
159238,景顺长城沪深300增强策略ETF,2026-04-29,0.29,7.54,8.14,3.74,5.63,33.35,1.33
563680,汇添富中证800自由现金流ETF,2026-04-29,1.86,7.52,0.86,-2.81,11.58,34.10,1.34
159519,国泰中证香港内地国有企业ETF(QDII),2026-04-29,2.91,7.48,6.77,-0.40,6.52,83.07,1.83
563390,华泰柏瑞中证全指自由现金流ETF,2026-04-29,1.58,7.46,0.62,-2.73,11.10,36.62,1.37
563620,兴业中证全指自由现金流ETF,2026-04-29,1.55,7.45,0.57,-2.90,11.14,21.10,1.21
515890,博时中证红利ETF,2026-04-29,2.32,7.44,2.69,2.56,4.93,93.92,1.50
159236,自由现金流ETF工银,2026-04-29,1.55,7.43,0.49,-2.83,10.83,33.69,1.34
560750,申万菱信中证A500ETF,2026-04-29,0.29,7.43,8.01,1.46,6.96,38.44,1.38
588760,广发上证科创板人工智能ETF,2026-04-29,-1.25,7.42,11.16,-7.48,0.39,59.54,0.80
159203,博时国证大盘成长ETF,2026-04-29,0.22,7.39,8.16,4.18,3.66,43.07,1.43
561870,华富中证全指自由现金流ETF,2026-04-29,1.56,7.38,0.73,-2.90,11.02,35.54,1.33
589090,鹏华科创板人工智能ETF,2026-04-29,-1.13,7.36,11.14,-7.32,0.11,12.40,1.12
589010,华夏上证科创板人工智能ETF,2026-04-29,-1.24,7.36,11.17,-7.49,0.23,48.61,1.49
159187,景顺长城创业板新能源ETF,2026-04-29,2.26,7.36,6.58,7.36,7.36,7.36,1.07
563770,招商中证全指自由现金流ETF,2026-04-29,1.55,7.33,0.53,-2.94,11.17,33.76,1.34
159356,万家中证A500ETF,2026-04-29,0.29,7.32,7.89,1.43,6.66,33.71,1.34
588930,科创板AI,2026-04-29,-1.28,7.31,10.97,-7.38,0.12,64.56,1.65
589110,国泰上证科创板人工智能ETF,2026-04-29,-1.29,7.27,11.01,-7.53,0.30,-2.60,0.97
588790,博时科创板人工智能ETF,2026-04-29,-1.27,7.26,11.10,-7.57,0.24,68.31,0.84
515180,易方达中证红利ETF,2026-04-29,2.33,7.26,2.55,2.37,4.73,90.27,1.47
515810,易方达中证800ETF,2026-04-29,0.35,7.25,7.84,1.21,6.06,74.91,1.75
159973,弘毅远方国证民企领先100ETF,2026-04-28,-1.23,7.19,8.30,6.26,4.96,96.97,--
159380,A500ETF东财,2026-04-29,0.32,7.17,7.63,1.21,6.74,40.39,1.40
515080,招商中证红利ETF,2026-04-29,2.30,7.15,2.49,2.29,4.57,116.46,1.64
513810,华夏中证香港内地国有企业ETF(QDII),2026-04-29,2.75,7.12,6.68,-0.79,6.04,79.87,1.80
159581,万家中证红利ETF,2026-04-29,2.33,7.12,2.65,2.37,4.56,19.88,1.11
159362,A500ETF工银,2026-04-29,0.22,7.11,7.67,1.15,6.64,35.91,1.35
159360,天弘中证A500ETF,2026-04-29,0.18,7.09,7.68,1.16,6.29,35.96,1.36
562990,易方达中证上海环交所碳中和ETF,2026-04-29,0.91,7.09,4.07,0.24,7.29,12.32,1.12
561080,华安中证全指自由现金流ETF,2026-04-29,1.53,7.06,0.52,-3.05,11.15,34.99,1.35
560510,中证A500ETF泰康,2026-04-29,0.14,7.06,7.60,1.07,6.10,27.56,1.24
159589,广发中证红利ETF,2026-04-29,2.31,7.06,2.49,2.22,4.25,18.66,1.14
159358,大成中证A500ETF,2026-04-29,0.23,7.05,7.72,1.20,6.19,35.95,1.36
512130,鹏华中证全指自由现金流ETF,2026-04-29,1.48,7.04,0.47,-2.93,10.74,31.69,1.32
589560,汇添富上证科创板人工智能ETF,2026-04-29,-1.29,7.02,11.01,-7.73,-0.28,1.04,1.01
563860,海富通中证A500ETF,2026-04-29,0.11,7.01,7.61,1.05,6.02,33.79,1.34
159357,博时中证A500ETF,2026-04-29,0.19,6.98,7.59,1.11,6.27,34.71,1.34
560020,汇添富中证红利ETF,2026-04-29,2.29,6.98,2.44,2.17,4.08,23.77,1.15
563330,华泰柏瑞中证A股ETF,2026-04-29,0.20,6.98,6.96,-0.28,6.32,48.64,4.46
515920,博时智能消费ETF,2026-04-29,0.20,6.96,14.65,3.49,-0.33,22.68,1.23
159998,天弘中证计算机主题ETF,2026-04-29,-1.49,6.95,10.52,-5.19,-2.84,6.76,1.07
159573,华夏创业板中盘200ETF,2026-04-29,-1.82,6.95,8.90,-0.98,8.34,57.52,1.58
561090,华安中证A500增强策略ETF,2026-04-29,-0.12,6.95,7.05,1.09,6.27,25.78,1.26
159321,华安中证沪深港黄金产业股票ETF,2026-04-29,-5.18,6.93,0.32,-29.80,12.13,67.92,1.68
563900,摩根沪深300自由现金流ETF,2026-04-29,2.51,6.93,2.03,-0.43,9.86,28.70,1.25
561950,招商中证500增强策略ETF,2026-04-29,-0.96,6.91,6.98,-3.54,6.01,47.39,1.47
159572,易方达创业板中盘200ETF,2026-04-29,-1.81,6.91,8.85,-1.01,8.30,56.74,1.57
517520,黄金股ETF永赢,2026-04-29,-5.24,6.90,0.33,-30.24,12.11,119.27,2.19
159521,平安国证2000ETF,2026-04-29,-1.42,6.90,6.88,-1.52,9.62,36.47,1.36
159215,平安中证A500ETF,2026-04-29,0.14,6.88,7.67,1.04,6.26,34.95,1.35
159270,南方创业板中盘200ETF,2026-04-29,-1.82,6.86,8.87,-1.08,8.09,21.72,1.22
560610,招商中证A500ETF,2026-04-29,0.14,6.84,7.54,0.94,5.95,27.28,1.25
562060,华宝标普中国A股红利机会ETF,2026-04-29,-0.14,6.83,2.01,-0.93,10.43,43.03,0.66
563630,国联安中证A500增强ETF,2026-04-29,0.11,6.83,7.98,1.18,5.23,31.47,1.31
512260,华安中证500低波ETF,2026-04-29,-0.40,6.83,4.14,-4.73,5.85,97.99,1.98
516630,华夏中证云计算与大数据主题ETF,2026-04-29,-3.87,6.82,8.59,-6.12,5.33,75.00,1.75
159353,景顺长城中证A500ETF,2026-04-29,0.14,6.79,7.48,0.93,5.88,29.63,1.29
159361,易方达中证A500ETF,2026-04-29,0.14,6.79,7.51,0.91,5.86,29.73,1.30
560530,摩根中证A500ETF,2026-04-29,0.12,6.74,7.44,0.84,5.72,31.19,1.28
563220,富国中证A500ETF,2026-04-29,0.14,6.74,7.49,0.87,5.82,32.26,1.32
159159,国投瑞银中证全指公用事业ETF,2026-04-29,0.38,6.73,-3.37,6.73,6.73,6.73,1.07
159351,嘉实中证A500ETF,2026-04-29,0.13,6.73,7.49,0.86,5.82,30.38,1.28
159339,A500ETF,2026-04-29,0.12,6.72,7.43,0.87,5.70,28.09,1.28
512020,鹏华中证A500ETF,2026-04-29,0.19,6.70,7.51,0.92,5.66,33.99,1.34
512050,华夏中证A500ETF,2026-04-29,0.13,6.70,7.48,0.84,5.75,26.61,1.27
159359,华安中证A500ETF,2026-04-29,0.12,6.68,7.41,0.85,5.69,33.49,1.33
563800,广发中证A500ETF,2026-04-29,0.13,6.68,7.48,0.87,5.69,26.93,1.27
517390,天弘中证沪港深云计算产业ETF,2026-04-29,-5.18,6.68,10.61,-2.98,4.37,92.95,1.93
159338,国泰中证A500ETF,2026-04-29,0.08,6.67,7.40,0.82,5.72,27.38,1.27
159190,天弘创业板新能源ETF,2026-04-29,2.21,6.67,5.67,6.67,6.67,6.67,1.07
517400,国泰中证沪深港黄金产业股票ETF,2026-04-29,-5.22,6.66,0.40,-30.10,11.80,72.70,1.73
563360,华泰柏瑞中证A500ETF,2026-04-29,0.11,6.66,7.43,0.82,5.68,34.40,1.34
159738,华泰柏瑞中证沪港深云计算产业ETF,2026-04-29,-5.12,6.66,10.68,-2.83,4.42,104.42,2.04
159352,南方中证A500ETF,2026-04-29,0.11,6.66,7.43,0.82,5.70,33.79,1.32
159386,A500ETF永赢,2026-04-29,0.10,6.65,7.41,0.78,5.81,34.45,1.34
159315,黄金股ETF工银,2026-04-29,-5.21,6.64,0.31,-30.06,11.77,79.02,1.79
159527,广发中证云计算与大数据ETF,2026-04-29,-3.86,6.58,8.47,-6.31,4.60,126.84,2.27
159890,招商中证云计算ETF,2026-04-29,-3.85,6.57,8.48,-6.27,4.87,82.29,1.82
563660,银河中证A500ETF,2026-04-29,0.09,6.57,7.38,0.71,6.00,33.80,1.32
512080,中金中证A500ETF,2026-04-29,0.11,6.55,7.34,0.79,5.50,35.94,1.36
159376,浦银安盛中证A500ETF,2026-04-29,0.12,6.55,7.34,0.71,5.57,38.70,1.39
513800,南方顶峰TOPIXETF(QDII),2026-04-29,0.37,6.54,3.27,1.28,6.60,79.18,1.75
159571,富国创业板中盘200ETF,2026-04-29,-1.81,6.52,8.61,-1.35,7.66,57.51,1.58
512950,华夏中证央企ETF,2026-04-29,0.85,6.49,5.04,-0.20,3.70,60.80,1.56
561190,富国中证上海环交所碳中和ETF,2026-04-29,0.77,6.46,3.88,-0.22,6.88,12.17,1.12
159118,华夏标普港股通低波红利ETF,2026-04-29,1.27,6.45,3.25,-1.12,3.21,3.21,1.03
560550,广发中证上海环交所碳中和ETF,2026-04-29,0.74,6.44,3.78,-0.29,6.40,11.61,1.12
512960,博时央企结构调整ETF,2026-04-29,0.83,6.44,4.99,-0.24,3.61,59.32,1.51
516000,华夏中证大数据产业ETF,2026-04-29,-3.31,6.43,5.76,-7.84,-1.34,8.28,1.08
562000,华宝中证A100ETF,2026-04-29,1.18,6.40,8.22,2.19,4.82,25.30,0.63
159509,景顺长城纳斯达克科技ETF(QDII),2026-04-28,3.18,6.40,22.26,3.57,2.61,100.91,--
159959,央企ETF,2026-04-29,0.81,6.39,4.92,-0.25,3.66,68.01,1.68
516510,易方达中证云计算与大数据主题ETF,2026-04-29,-3.97,6.37,8.21,-6.54,5.06,79.58,1.80
159575,创业板200ETF银华,2026-04-29,-1.82,6.37,8.60,-1.20,7.54,53.60,1.54
159220,华宝标普港股通低波红利ETF,2026-04-29,1.25,6.37,3.21,-0.64,6.09,27.96,0.63
159639,南方中证上海环交所碳中和ETF,2026-04-29,0.74,6.37,3.73,-0.39,6.30,11.41,1.11
513630,摩根标普港股通低波红利ETF,2026-04-29,1.26,6.37,3.23,-0.97,6.12,71.68,1.71
563650,兴业中证A500ETF,2026-04-29,0.11,6.35,7.25,0.50,5.69,33.83,1.34
563890,创金合信中证国有企业红利ETF,2026-04-29,1.58,6.34,1.86,2.82,3.47,8.24,1.08
512910,广发中证A100ETF,2026-04-29,1.18,6.33,8.12,2.19,4.73,57.89,1.36
159562,华夏中证沪深港黄金产业股票ETF,2026-04-29,-5.19,6.25,0.38,-30.14,11.52,137.84,2.38
515800,添富中证800ETF,2026-04-29,0.11,6.25,7.28,0.41,4.51,48.94,1.33
159143,平安恒生中国央企红利ETF,2026-04-29,2.21,6.17,3.26,-0.81,6.17,6.17,1.06
561060,华安中证国有企业红利ETF,2026-04-29,1.56,6.17,1.89,2.74,3.37,21.95,1.19
561880,华富中证A100ETF,2026-04-29,1.19,6.16,8.05,2.00,4.75,35.17,1.33
159117,鹏华港股通低波红利ETF,2026-04-29,1.23,6.14,3.14,-1.38,5.86,8.08,1.08
159602,南方MSCI中国A50互联互通ETF,2026-04-29,0.48,6.12,10.39,4.98,4.20,14.20,1.09
159641,招商中证上海环交所碳中和ETF,2026-04-29,0.72,6.11,3.49,-0.59,6.03,16.39,1.16
159206,卫星ETF永赢,2026-04-29,-5.72,6.10,11.53,-7.61,47.37,78.02,1.78
159640,碳中和龙头ETF工银,2026-04-29,0.72,6.06,3.50,-0.63,5.87,9.84,1.10
159726,华夏恒生港股通中国内地企业高股息率ETF,2026-04-29,1.21,6.05,3.47,-0.59,4.58,39.26,1.39
560060,汇添富中证上海环交所碳中和ETF,2026-04-29,0.73,6.05,3.51,-0.63,5.69,8.26,1.08
159739,大数据ETF,2026-04-29,-3.98,6.02,8.04,-6.69,4.20,70.08,1.70
159273,汇添富中证沪港深云计算产业ETF,2026-04-29,-5.35,6.01,10.26,-3.58,2.85,42.73,1.43
560380,南方中证A100ETF,2026-04-29,1.18,5.97,7.99,1.83,4.17,30.26,1.30
561130,富国中证新华社民族品牌工程ETF,2026-04-29,1.20,5.96,8.11,2.76,1.76,2.01,1.02
159642,大成中证上海环交所碳中和ETF,2026-04-29,0.73,5.96,3.52,-0.62,5.61,10.29,1.10
159515,鹏扬中证国有企业红利ETF,2026-04-29,1.55,5.94,1.82,2.57,3.03,20.74,1.21
515910,质量ETF,2026-04-29,-1.72,5.93,7.43,1.57,3.09,-30.71,0.69
159985,华夏饲料豆粕期货ETF,2026-04-29,0.14,5.93,-0.46,4.41,5.58,101.74,2.02
159800,鹏华中证800ETF,2026-04-29,0.06,5.88,6.96,0.18,4.12,47.68,1.48
159601,华夏MSCI中国A50互联互通ETF,2026-04-29,0.40,5.78,10.20,4.67,3.91,12.95,1.13
159910,嘉实深证基本面120ETF,2026-04-29,1.74,5.78,6.22,-0.37,4.05,152.47,2.52
512650,添富中证长三角ETF,2026-04-29,0.51,5.74,6.52,0.70,2.00,34.75,1.35
563000,易方达MSCI中国A50互联互通ETF,2026-04-29,0.35,5.70,10.08,4.62,3.69,13.33,1.13
515400,富国中证大数据产业ETF,2026-04-29,-3.47,5.69,5.32,-8.37,-2.19,-0.87,0.99
159679,国泰中证1000增强策略ETF,2026-04-29,-2.13,5.64,4.59,-3.36,6.74,35.17,1.35
589170,鹏华科创板芯片设计主题ETF,2026-04-29,2.82,5.59,19.14,5.59,5.59,5.59,1.06
159616,建信中证农牧主题ETF,2026-04-29,1.18,5.59,0.29,-3.80,7.93,-7.43,0.93
159322,平安中证沪深港黄金产业ETF,2026-04-29,-5.22,5.58,0.33,-29.98,11.27,76.43,1.76
159661,嘉实中证A100ETF,2026-04-29,1.00,5.57,7.62,1.50,3.60,47.36,1.47
516700,华宝大数据ETF,2026-04-29,-3.45,5.55,5.25,-8.41,-2.33,4.11,1.04
563350,华泰柏瑞中证A50ETF,2026-04-29,0.67,5.55,7.73,3.79,4.66,44.29,1.44
159630,汇添富中证A100ETF,2026-04-29,1.03,5.53,7.54,1.54,3.51,42.84,1.43
512090,易方达MSCI中国A股国际通ETF,2026-04-29,0.48,5.52,7.36,1.47,3.49,103.52,2.04
159923,大成中证A100ETF,2026-04-29,0.99,5.49,7.53,1.44,3.40,126.48,2.26
159686,易方达中证A100ETF,2026-04-29,1.04,5.47,7.66,1.36,3.31,32.99,1.33
512060,天弘中证A100ETF,2026-04-29,0.98,5.45,7.47,1.28,3.31,25.03,1.25
561200,中证A100ETF工银,2026-04-29,1.00,5.43,7.65,1.41,3.29,52.56,1.53
512160,南方MSCI中国A股国际通ETF,2026-04-29,0.40,5.42,7.34,1.39,3.53,92.95,1.56
512970,粤港澳大湾区ETF,2026-04-29,0.77,5.41,10.87,3.97,1.33,58.87,1.59
512250,招商中证A50ETF,2026-04-29,0.73,5.41,7.77,3.68,4.04,30.10,1.27
562570,华夏中证信息技术应用创新产业ETF,2026-04-29,-1.70,5.37,8.04,-9.29,-1.74,45.28,1.45
159631,招商中证A100ETF,2026-04-29,1.01,5.35,7.58,1.32,3.15,30.99,1.31
561230,中证A50ETF工银,2026-04-29,0.67,5.35,7.73,3.57,4.27,43.03,1.37
589190,华宝上证科创板芯片ETF,2026-04-29,4.45,5.33,21.77,6.64,5.33,5.33,1.05
561770,博时中证A100ETF,2026-04-29,1.02,5.33,7.49,1.28,3.27,30.14,1.30
159393,万家沪深300ETF,2026-04-29,0.51,5.31,7.64,2.37,3.58,28.62,5.04
159578,南方深证主板50ETF,2026-04-29,2.20,5.30,7.03,2.20,2.05,23.96,1.24
512990,华夏MSCI中国A股国际通ETF,2026-04-29,0.43,5.30,7.37,1.34,3.27,107.19,2.07
159176,华宝中证全指家用电器ETF,2026-04-29,1.40,5.26,5.24,5.26,5.26,5.26,1.05
560050,汇添富MSCI中国A50互联互通ETF,2026-04-29,0.29,5.26,9.85,4.24,2.94,11.16,1.11
561180,富国中证A100ETF,2026-04-29,1.01,5.26,7.49,1.19,3.06,38.14,1.38
159596,华宝中证A50ETF,2026-04-29,0.68,5.25,7.68,3.54,3.99,39.59,0.67
515160,招商MSCI中国A股国际通ETF,2026-04-29,0.45,5.23,7.22,1.38,3.43,65.67,1.66
159627,华夏中证A100ETF,2026-04-29,1.03,5.22,7.54,1.13,3.08,36.45,1.36
562890,嘉实中证A50ETF,2026-04-29,0.72,5.20,7.73,3.48,4.04,40.99,1.41
517660,天弘中证沪港深物联网主题ETF,2026-04-29,-1.12,5.20,12.30,0.76,-1.55,24.83,1.25
563880,汇添富中证A500ETF,2026-04-28,-0.45,5.19,5.90,-0.30,5.56,29.33,--
159591,富国中证A50ETF,2026-04-29,0.69,5.18,7.70,3.52,3.64,40.61,1.41
517950,交银中证智选沪深港科技50ETF,2026-04-29,0.08,5.17,12.01,0.49,8.67,8.67,1.09
560990,中金科技先锋ETF,2026-04-29,1.96,5.14,10.45,3.32,-4.34,15.60,1.16
589550,华夏上证智选科创板价值50策略ETF,2026-04-29,1.20,5.14,8.08,-5.62,-2.10,26.85,1.27
589220,国泰上证科创板200ETF,2026-04-29,-2.14,5.07,12.36,6.47,5.07,5.07,1.05
561930,招商沪深300ETF,2026-04-29,0.43,5.06,7.44,2.12,3.22,59.79,1.60
159329,南方基金南方东英沙特阿拉伯ETF(QDII),2026-04-28,-1.45,5.04,0.15,-3.78,-5.98,-6.19,--
159966,华夏创业板低波价值ETF,2026-04-29,0.66,5.01,5.26,0.80,-0.39,83.36,0.61
515360,方正富邦沪深300ETF,2026-04-29,0.38,5.01,7.35,2.09,3.39,69.00,6.85
563080,易方达中证A50ETF,2026-04-29,0.59,4.99,7.54,3.30,3.60,41.28,1.41
516720,浦银安盛中证ESG120策略ETF,2026-04-29,0.16,4.97,7.08,2.42,4.47,15.85,1.16
159390,国联中证A50ETF,2026-04-29,0.45,4.96,7.22,3.21,3.98,33.00,1.27
520830,华泰柏瑞南方东英沙特阿拉伯ETF(QDII),2026-04-28,-1.46,4.96,0.12,-3.83,-6.51,-7.40,--
563090,易方达上证50增强策略ETF,2026-04-29,1.21,4.94,9.92,0.08,2.95,31.01,1.31
159266,港股央企红利ETF永赢,2026-04-29,1.96,4.92,2.36,-0.40,1.48,4.14,1.04
159281,天弘中证港股通央企红利ETF,2026-04-29,1.95,4.91,2.34,-0.43,1.49,4.05,1.03
563700,易方达中证红利价值ETF,2026-04-29,0.66,4.90,2.37,3.65,3.05,12.82,1.09
510760,国泰上证综合ETF,2026-04-29,0.70,4.90,6.17,0.35,4.84,54.82,1.35
159523,华夏中证智选300成长创新策略ETF,2026-04-29,1.10,4.90,5.64,-0.40,0.93,30.10,1.30
513910,华夏中证港股通央企红利ETF,2026-04-29,1.96,4.90,2.36,-0.41,1.69,66.87,1.67
159333,万家中证港股通央企红利ETF,2026-04-29,1.94,4.86,2.33,-0.42,1.56,49.96,1.47
159691,港股红利ETF工,2026-04-29,1.05,4.85,-0.35,-4.69,1.85,36.76,1.35
159595,大成中证A50ETF,2026-04-29,0.58,4.84,7.44,3.21,3.22,40.39,1.40
159617,华夏中证智选500价值稳健策略ETF,2026-04-29,0.28,4.82,1.73,-4.08,4.90,42.80,1.43
563060,易方达中证国资央企50ETF,2026-04-29,1.28,4.80,2.56,-1.38,3.43,13.98,1.14
511380,博时可转债ETF,2026-04-29,-0.33,4.78,3.33,-2.53,5.41,43.24,14.33
562030,华宝中证信息技术应用创新产业ETF,2026-04-29,-1.88,4.75,7.62,-9.76,-2.81,9.90,0.55
159980,大成有色金属期货ETF,2026-04-29,-0.63,4.73,5.22,-6.07,15.12,109.79,2.10
159300,富国沪深300ETF,2026-04-29,0.41,4.73,7.39,1.89,2.86,42.92,5.12
159913,交银深证300价值ETF,2026-04-29,1.60,4.73,4.48,-1.62,5.91,154.40,2.54
159593,平安中证A50ETF,2026-04-29,0.53,4.71,7.35,3.06,3.03,40.42,1.40
560850,汇添富中证信息技术应用创新产业ETF,2026-04-29,-1.85,4.69,7.54,-9.91,-2.96,45.71,1.46
159502,嘉实标普生物科技精选行业ETF(QDII),2026-04-28,-3.83,4.68,8.76,2.20,13.12,32.89,--
159136,广发中证A50ETF,2026-04-29,0.53,4.68,7.33,3.05,5.19,5.19,1.05
159592,A50ETF基金,2026-04-29,0.52,4.66,7.24,3.02,3.14,38.13,1.38
515130,博时沪深300ETF,2026-04-29,0.29,4.63,7.00,1.74,2.69,58.26,1.58
512030,易方达中证A50增强策略ETF,2026-04-29,1.76,4.62,8.04,2.38,1.94,16.02,1.16
589160,广发上证科创板芯片ETF,2026-04-29,4.54,4.60,22.05,6.64,4.60,4.60,1.05
563980,鑫元中证800红利低波动ETF,2026-04-29,0.99,4.60,-0.29,2.76,0.49,0.49,1.00
560350,摩根中证A50ETF,2026-04-29,0.52,4.56,7.24,2.92,2.89,39.41,1.33
159587,广发国证粮食产业ETF,2026-04-29,1.75,4.54,-0.41,-4.36,9.79,39.91,1.40
516830,富国沪深300ESG基准ETF,2026-04-29,0.59,4.53,6.61,1.67,3.18,5.46,1.05
513140,华泰柏瑞中证港股通金融服务ETF(QDII),2026-04-29,0.60,4.53,6.20,-2.88,7.57,69.75,1.70
513300,华夏纳斯达克100ETF(QDII),2026-04-28,2.37,4.52,15.50,2.17,-0.13,130.25,--
563280,富国MSCI中国A50互联互通增强策略ETF,2026-04-29,0.28,4.52,9.39,3.60,2.09,44.89,1.45
517090,国泰富时中国国企开放共赢ETF,2026-04-29,1.72,4.52,0.07,0.54,4.73,65.27,1.65
510390,平安沪深300ETF,2026-04-29,0.26,4.49,7.17,1.66,2.42,43.39,5.41
159696,易方达纳斯达克100ETF(QDII),2026-04-28,2.06,4.48,15.86,2.15,0.64,72.18,--
159330,沪深300ETF基金,2026-04-29,0.45,4.46,7.15,1.56,2.36,48.44,1.48
513870,富国纳斯达克100ETF(QDII),2026-04-28,2.05,4.45,15.82,2.12,0.61,76.20,--
159698,粮食ETF,2026-04-29,1.73,4.44,-0.39,-4.30,9.66,8.82,1.09
159501,嘉实纳斯达克100ETF(QDII),2026-04-28,2.05,4.44,15.86,2.14,0.58,73.75,--
512520,华泰柏瑞MSCI中国A股国际通ETF,2026-04-29,0.29,4.43,6.82,0.55,2.00,91.52,1.50
515770,摩根MSCI中国A股ETF,2026-04-29,0.26,4.42,6.88,0.64,1.84,46.07,1.46
515380,泰康300,2026-04-29,0.25,4.41,7.07,1.52,1.99,35.65,5.57
159660,汇添富纳斯达克100ETF,2026-04-28,2.05,4.41,15.81,1.98,0.54,102.13,--
159513,大成纳斯达克100ETF(QDII),2026-04-28,1.98,4.40,15.77,2.06,0.52,55.17,--
